,y,x,street_count,highway,ref
4049302485,51.4205225,-2.5954223,3,,
4049302512,51.4209932,-2.5962576,1,,
4049302516,51.4211237,-2.5959057,3,,
4049327693,51.4186096,-2.6163691,3,,
4049327694,51.4186564,-2.6163281,1,,
4049327700,51.4211292,-2.6083887,3,,
4049327701,51.4211688,-2.6083724,1,,
4049327704,51.4215012,-2.6087731,1,,
4049338638,51.4255219,-2.613709,1,,
4049338646,51.4255799,-2.614123,3,,
4049370982,51.4295043,-2.6124347,4,,
4049370986,51.4295613,-2.6135674,3,,
4049370988,51.4296006,-2.6139462,1,,
4049372991,51.4296933,-2.6134845,3,,
4049372997,51.4308562,-2.6126363,3,,
4049403405,51.4297783,-2.6254943,1,,
4049403407,51.4297785,-2.6244448,3,,
4049403409,51.4298502,-2.6255359,1,,
4049403418,51.4300467,-2.6247983,1,,
4049403456,51.4311241,-2.6175692,3,,
4049403463,51.431352,-2.6170439,1,,
4049403467,51.4314638,-2.618639,3,,
4049403471,51.4315588,-2.6194105,1,,
4049403473,51.4316404,-2.6187452,3,,
4049403477,51.4320312,-2.6188848,1,,
4049403600,51.436598,-2.6158535,3,,
4049403601,51.4368692,-2.6144189,3,,
4049403602,51.4371692,-2.6147742,3,,
4049403603,51.437475,-2.6151039,3,,
4049403608,51.44144,-2.6081708,1,,
4051755226,51.448858,-2.5841337,3,,
4051755231,51.4490336,-2.5840031,4,,
4052016130,51.4097938,-2.6135103,1,,
4052016151,51.4105466,-2.6130751,1,,
4052016164,51.4113752,-2.6135888,3,,
4052016489,51.4071309,-2.6111908,3,,
4052016496,51.407208,-2.6122235,1,,
4052016497,51.4072248,-2.6116642,3,,
4052016604,51.4093194,-2.6141687,1,,
4052016605,51.4093278,-2.6142842,3,,
4052016619,51.4106503,-2.614738,1,,
4052016629,51.4108231,-2.6132465,3,,
4052016634,51.4109431,-2.6126486,1,,
4052016637,51.4109859,-2.6133474,3,,
4052072178,51.4671287,-2.5444544,1,,
4053743721,51.4596874,-2.5511742,3,traffic_signals,
4055652339,51.45788,-2.5627881,4,crossing,
4064827791,51.407367,-2.5904008,1,,
4064827793,51.407752,-2.5912098,4,,
4064827794,51.4077974,-2.5912497,3,,
4064827796,51.4087238,-2.5873699,3,,
4064827798,51.4088008,-2.5870963,1,,
4064827799,51.4088756,-2.5877283,4,,
4064827800,51.4088953,-2.5878072,3,,
4064847549,51.4082183,-2.5896039,4,,
4064847550,51.4082567,-2.5896368,3,,
4065043917,51.4164193,-2.6206363,1,,
4066447298,51.4102877,-2.619214,1,,
4066447949,51.4100844,-2.6181706,3,,
4066447950,51.4100886,-2.6183436,1,,
4066447954,51.4101422,-2.6176435,1,,
4066456246,51.4266713,-2.5874976,1,,
4066456247,51.4267558,-2.5861611,1,,
4066456248,51.4267774,-2.5875215,3,,
4066456249,51.4268857,-2.5854704,3,,
4074281373,51.4525982,-2.5738894,3,,
4074281379,51.4526607,-2.5739588,1,,
4074281848,51.4535462,-2.5876759,3,,
4074281853,51.4536279,-2.5877776,1,,
4074281868,51.4538887,-2.5694197,4,crossing,
4074281869,51.4539127,-2.5697485,3,,
4074281871,51.4539328,-2.5695686,4,traffic_signals,
4074281881,51.4538988,-2.5661416,3,,
4074281882,51.4540156,-2.5699719,3,traffic_signals,
4074281912,51.4541145,-2.5697126,4,,
4074281929,51.4541844,-2.5695005,4,traffic_signals,
4074281930,51.454185,-2.566022,1,,
4074281936,51.4542232,-2.5697763,4,traffic_signals,
4074281937,51.4542235,-2.5659026,3,,
4074281943,51.454248,-2.5676243,3,,
4074281944,51.4542542,-2.5645885,1,,
4074281946,51.4542598,-2.5696234,3,,
4074281950,51.4542782,-2.5648654,1,,
4074281951,51.4542789,-2.5645235,3,,
4074281956,51.4543069,-2.5695884,4,crossing,
4074281968,51.4543808,-2.5646087,4,,
4074281975,51.4544298,-2.5656693,1,,
4074281980,51.4544436,-2.5648748,1,,
4074281983,51.4544586,-2.5665945,3,,
4074281991,51.4544981,-2.5646858,3,,
4074281996,51.454505,-2.5686481,3,,
4074282000,51.4545325,-2.5684273,3,,
4074282012,51.4546233,-2.5686014,3,,
4074282025,51.4548708,-2.5656397,3,,
4074282054,51.4552621,-2.5790197,1,,
4075772974,51.4540956,-2.5625865,3,,
4075772979,51.454454,-2.5630188,3,,
4076048916,51.4437488,-2.5503038,3,,
4076048917,51.4437865,-2.5504428,1,,
4076048920,51.4439005,-2.5510936,1,,
4076048921,51.4439279,-2.5512207,3,,
4076048924,51.4439447,-2.5512841,3,,
4076048925,51.4439519,-2.5513136,1,,
4076048933,51.4443014,-2.5512236,1,,
4076048934,51.4443057,-2.5511094,3,,
4076048935,51.4443097,-2.5510132,1,,
4076048936,51.4443498,-2.5503212,1,,
4076048937,51.4443565,-2.5501844,3,,
4076049261,51.454935,-2.5605494,3,,
4080201373,51.4383086,-2.5519099,3,,
4080238352,51.4287616,-2.5569518,1,,
4080238353,51.4290258,-2.5568898,4,,
4080238362,51.4309467,-2.5558077,3,,
4080238364,51.4309712,-2.5556706,4,,
4080238365,51.4313088,-2.5528748,1,,
4080239805,51.4386445,-2.551338,1,,
4080239813,51.4388601,-2.5519378,3,,
4080315854,51.4280932,-2.557496,3,,
4080315858,51.4283604,-2.5572918,3,,
4080315860,51.428284,-2.5578823,1,,
4080393915,51.4262883,-2.5585523,3,,
4080394129,51.4311919,-2.5448736,3,,
4080394140,51.431556,-2.5455658,1,,
4080394143,51.4316141,-2.5464287,3,,
4080734032,51.4390221,-2.5475159,3,,
4083307905,51.4513841,-2.6189745,3,,
4117525064,51.4513727,-2.6025303,1,,
4117553193,51.4569539,-2.606038,1,,
4117553197,51.4570526,-2.6062184,1,,
4117553202,51.4571344,-2.6061153,3,,
4117553207,51.457215,-2.6069518,1,,
4117553226,51.4573892,-2.6071202,1,,
4117553234,51.4575861,-2.6068493,3,,
4117553235,51.4577185,-2.6073616,1,,
4117553241,51.4581246,-2.6071776,3,,
4150116222,51.4592182,-2.6046482,1,,
4150116225,51.4593402,-2.6041247,3,,
4157915532,51.4516434,-2.6146139,3,,
4157915542,51.4516677,-2.614273,3,,
4157915553,51.4517056,-2.6142955,3,,
4157915568,51.4519137,-2.6143008,1,,
4157915576,51.4519686,-2.6130214,1,,
4157915581,51.4520626,-2.613543,3,,
4157915596,51.4526969,-2.6140336,3,,
4157915613,51.4528148,-2.6133242,3,,
4157915617,51.4529457,-2.6133391,3,,
4158461758,51.44621,-2.5990111,3,,
4158461783,51.4478637,-2.5971335,3,,
4161700249,51.4493106,-2.6142262,1,,
4161700259,51.4494923,-2.6138089,3,,
4161700263,51.4495776,-2.6146347,1,,
4161700267,51.4496477,-2.6146029,3,,
4161971408,51.4217764,-2.5973087,3,,
4162261110,51.4693402,-2.6150175,3,,
4196207328,51.4382377,-2.5964016,3,,
4199095950,51.4527794,-2.6131574,1,,
4199095951,51.4527857,-2.6136751,3,,
4199095956,51.4528395,-2.6133001,3,,
