,y,x,street_count,highway,ref
9830670837,-37.7909077,144.9346308,1,,
9830675552,-37.7905793,144.9346992,3,,
9830675553,-37.7906783,144.935592,4,,
9830675554,-37.7906904,144.9356942,3,,
9863237468,-37.8017285,144.9577373,3,,
9863472107,-37.7941832,144.9471756,3,,
9869712455,-37.8280443,144.953745,3,,
9869712456,-37.8279894,144.9539514,1,,
9876330947,-37.7936672,144.9579663,4,,
9878530911,-37.7968234,144.9695266,1,,
9884263169,-37.7957191,144.9857678,3,,
9884263171,-37.7957673,144.9853445,1,,
9896211996,-37.8181032,144.9667372,1,,
9896327202,-37.796795,144.9677447,3,,
9896391811,-37.7904707,144.9595585,3,,
9896399245,-37.7918771,144.9619216,3,,
9896399246,-37.791887,144.9620274,3,,
9898528410,-37.8169198,144.9665539,1,,
9898528411,-37.8169571,144.9664254,1,,
9901808737,-37.8055952,144.9863458,4,crossing,
9901808738,-37.8055139,144.9863594,3,,
9901808740,-37.8053795,144.9861806,3,,
9901808741,-37.8053467,144.9859028,4,crossing,
9901808743,-37.8052524,144.9850339,4,crossing,
9901808744,-37.8052004,144.9845475,4,crossing,
9901808759,-37.8065771,144.9860032,4,,
9901808760,-37.8064992,144.9860198,4,,
9901808761,-37.8054956,144.9861932,4,crossing,
9901808762,-37.8053144,144.9862258,4,,
9901808763,-37.8052368,144.9863755,4,,
9901808764,-37.80551,144.9863281,4,crossing,
9901808765,-37.8055915,144.9863135,4,,
9901808766,-37.8061617,144.9862183,4,,
9901808767,-37.8065211,144.9861577,4,,
9901808768,-37.8065931,144.9861452,4,,
9901808769,-37.8053108,144.9861929,4,crossing,
9901808771,-37.805933,144.9862879,3,,
9901808772,-37.8061654,144.9862508,4,crossing,
9905153203,-37.7922777,144.968244,3,,
9905153204,-37.7924693,144.9685257,4,,
9905153205,-37.7921268,144.9685773,3,,
9905153206,-37.7921638,144.9684921,4,crossing,
9916507010,-37.8307145,144.9724732,3,,
9916507012,-37.8274931,144.9781273,1,,
9920566880,-37.8049784,144.9654634,1,,
9920566881,-37.8049413,144.9654699,3,,
9920566882,-37.8056546,144.9659378,3,,
9920566885,-37.8055465,144.9659272,1,,
9920566886,-37.8067535,144.9649171,3,,
9920566887,-37.8067362,144.96492,1,,
9930439906,-37.8217449,144.9426909,3,,
9930439907,-37.8210372,144.94242,1,,
9930439914,-37.8216847,144.9424792,3,,
9932782811,-37.7997943,144.9573673,3,,
9932796967,-37.7998293,144.9605712,1,,
9932960743,-37.7916365,144.9843573,3,,
9932960744,-37.792024,144.9831354,3,,
9932960745,-37.7920678,144.9830419,4,traffic_signals,
9932960746,-37.7921049,144.9828989,4,,
9932960748,-37.791151,144.9855246,3,,
9932960749,-37.7910375,144.9855012,4,,
9932960750,-37.7911825,144.9829647,3,,
9932960754,-37.7917104,144.9828428,4,,
9932960755,-37.7917945,144.9828803,3,,
9932960760,-37.7911093,144.9834466,3,,
9932960761,-37.7909908,144.9833735,1,,
9932960792,-37.793679,144.9813987,4,crossing,
9932960795,-37.7934833,144.981437,3,,
9932993882,-37.8052239,144.9862078,3,,
9932993883,-37.8051513,144.9855402,4,,
9932993884,-37.8051416,144.9854359,4,crossing,
9932993885,-37.8051306,144.9853351,4,,
9932993887,-37.805038,144.9845701,4,crossing,
9932993888,-37.8049819,144.984065,4,,
9950251062,-37.8273396,144.9661932,3,,
9950251066,-37.8296473,144.966848,3,,
9950251071,-37.8302188,144.9669785,3,,
9950251072,-37.8300124,144.966832,3,,
9950251073,-37.8298122,144.9672232,3,,
9950383640,-37.830471,144.9694861,3,,
9950383645,-37.8303979,144.9693412,3,,
9950383650,-37.8305137,144.9691165,3,,
9950383651,-37.8304274,144.9693263,3,,
9950383652,-37.8302202,144.9693221,3,,
9950383653,-37.8303427,144.9697166,3,,
9950383654,-37.8303842,144.9694654,3,,
9950383655,-37.8306492,144.9695234,3,,
9950383666,-37.8303247,144.9693292,4,crossing,
9950383667,-37.8304911,144.969278,4,crossing,
9950383668,-37.8304538,144.9692605,4,crossing,
9950383669,-37.8303108,144.9693879,4,crossing,
9950383670,-37.8305682,144.9694504,4,crossing,
9950383671,-37.8305527,144.9695032,4,crossing,
9950383672,-37.8304148,144.9695763,4,crossing,
9950383673,-37.8303621,144.9695572,4,crossing,
9950383680,-37.829306,144.9688085,3,,
9950383687,-37.8293687,144.9689763,3,,
9950383689,-37.8296728,144.969064,3,,
9950383690,-37.8294246,144.9685543,3,,
9950383691,-37.8289831,144.9687466,3,,
9950383692,-37.8292533,144.9689136,3,,
9950383693,-37.8292097,144.9692973,3,,
9950383694,-37.8292724,144.968963,3,,
9950383740,-37.8272534,144.9719375,1,,
9950383755,-37.8273749,144.9581564,3,,
9950383758,-37.8275188,144.9582422,4,,
9950383760,-37.826504,144.9577412,4,crossing,
9950383761,-37.8265674,144.9577683,4,crossing,
9950383762,-37.8275936,144.957918,3,,
9950383763,-37.8275467,144.9579663,4,,
9950383767,-37.8274228,144.9581012,4,crossing,
9950383783,-37.8250952,144.9577308,4,crossing,
9950383784,-37.8251451,144.9576699,4,crossing,
9950383785,-37.8244248,144.9585643,4,crossing,
9950383786,-37.8242325,144.9588285,4,crossing,
9950383787,-37.8234841,144.9597252,4,crossing,
9950383793,-37.8233589,144.9602842,4,crossing,
9950383796,-37.8226458,144.9611863,4,crossing,
9950383813,-37.8238312,144.9623497,3,,
9950383815,-37.8236251,144.9625938,3,,
9950383826,-37.8233419,144.9619514,4,crossing,
9950383827,-37.8237792,144.9624202,4,crossing,
9950383828,-37.8236898,144.9625209,4,crossing,
9950383835,-37.8240141,144.9625991,3,,
9950383836,-37.8238667,144.9624065,4,crossing,
9950383837,-37.8239667,144.9625371,4,crossing,
9950383839,-37.823811,144.9628356,3,,
9950383844,-37.8227992,144.9640295,4,,
9950383846,-37.8239374,144.9626774,4,crossing,
9950383847,-37.8238633,144.9627702,4,crossing,
9950383848,-37.8226524,144.9638091,4,crossing,
9950383849,-37.8227636,144.9639761,4,crossing,
9950383852,-37.8226453,144.9644524,3,,
9950383855,-37.8224603,144.9641873,4,crossing,
9950383856,-37.8225603,144.9643356,4,crossing,
9950383857,-37.8227005,144.9643387,4,crossing,
9950383858,-37.8227366,144.9642644,4,crossing,
9950383863,-37.8241314,144.9632714,4,crossing,
9950383879,-37.8228789,144.9650715,4,crossing,
9950383880,-37.8230676,144.9651362,4,crossing,
9950383881,-37.8230227,144.9651701,4,crossing,
9950383882,-37.8230438,144.9652507,3,,
9950383883,-37.8230936,144.9652295,4,,
9950383885,-37.823243,144.9662013,3,,
9950383886,-37.8236897,144.9671976,4,,
9950383887,-37.8233588,144.9671934,5,,
9950383888,-37.8233169,144.967419,5,,
9950383889,-37.8235288,144.9675597,6,,
9950383890,-37.8237028,144.9675107,3,,
9950383897,-37.8236937,144.9692447,4,crossing,
9950383900,-37.8232229,144.9697568,3,,
9950383902,-37.8200442,144.9686945,4,crossing,
9950384126,-37.8230864,144.9608209,4,,
9950581333,-37.8242744,144.9776209,3,,
9962753826,-37.8085261,144.9595859,4,,
9962753827,-37.8084719,144.959559,3,,
9965511796,-37.8066259,144.9579646,3,,
9985500560,-37.8033691,144.9467276,3,,
9985500562,-37.8035736,144.9470263,3,,
9985500563,-37.8035419,144.9467588,4,,
9985500564,-37.8035349,144.9466999,3,,
9985500565,-37.8033761,144.9467871,4,crossing,
9985500567,-37.8036001,144.9471448,3,,
9985500568,-37.8035494,144.947153,1,,
9985500571,-37.8037049,144.9471535,4,,
9985500572,-37.8037616,144.947146,3,,
9991984389,-37.8092544,144.9721633,4,,
9991984390,-37.8094118,144.97224,3,,
9991984391,-37.8095167,144.972128,4,,
